time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-26 00:00:00+00:00,4.0,2.0,29,14
2024-11-27 00:00:00+00:00,1.0,1.0,23,14
2024-11-28 00:00:00+00:00,,,43,21
2024-11-29 00:00:00+00:00,,,40,22
2024-11-30 00:00:00+00:00,4.0,1.0,63,16
2024-12-01 00:00:00+00:00,2.0,1.0,41,26
2024-12-02 00:00:00+00:00,1.0,1.0,39,26
2024-12-03 00:00:00+00:00,1.0,1.0,41,19
2024-12-04 00:00:00+00:00,1.0,1.0,45,30
2024-12-05 00:00:00+00:00,1.0,1.0,46,25
2024-12-06 00:00:00+00:00,,,30,23
2024-12-07 00:00:00+00:00,4.0,2.0,34,13
2024-12-08 00:00:00+00:00,2.0,1.0,36,19
2024-12-09 00:00:00+00:00,,,27,19
