url_path,views_total,views_unique
/vishal2376/snaptick,307,233
/vishal2376/snaptick/releases/tag/v3.3,59,47
/vishal2376/snaptick/tree/master/app,27,15
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,27,9
/vishal2376/snaptick/tree/master/app/src/main,17,10
/vishal2376/snaptick/tree/master/app/src,16,10
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/presentation,13,7
/vishal2376/snaptick/issues,13,6
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/domain,7,4
/vishal2376/snaptick/releases,6,5
