time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-28 00:00:00+00:00,2,2,63,19
2025-03-01 00:00:00+00:00,7,5,57,29
2025-03-02 00:00:00+00:00,7,4,28,18
2025-03-03 00:00:00+00:00,6,3,28,16
2025-03-04 00:00:00+00:00,6,2,40,19
2025-03-05 00:00:00+00:00,2,2,43,26
2025-03-06 00:00:00+00:00,5,4,28,20
2025-03-07 00:00:00+00:00,8,4,26,19
2025-03-08 00:00:00+00:00,11,7,35,18
2025-03-09 00:00:00+00:00,4,4,41,22
2025-03-10 00:00:00+00:00,2,2,55,25
2025-03-11 00:00:00+00:00,3,3,36,21
2025-03-12 00:00:00+00:00,2,2,55,27
2025-03-13 00:00:00+00:00,1,1,33,23
