time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-15 00:00:00+00:00,2,2,30,18
2025-08-16 00:00:00+00:00,2,2,51,21
2025-08-17 00:00:00+00:00,2,2,27,17
2025-08-18 00:00:00+00:00,5,4,27,18
2025-08-19 00:00:00+00:00,13,8,18,8
2025-08-20 00:00:00+00:00,1,1,23,11
2025-08-21 00:00:00+00:00,1,1,34,23
2025-08-22 00:00:00+00:00,1,1,32,18
2025-08-23 00:00:00+00:00,11,9,24,14
2025-08-24 00:00:00+00:00,7,7,150,17
2025-08-25 00:00:00+00:00,8,8,35,24
2025-08-26 00:00:00+00:00,15,15,43,18
2025-08-27 00:00:00+00:00,6,3,56,20
2025-08-28 00:00:00+00:00,4,1,12,9
