time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-10 00:00:00+00:00,2,2,37,16
2025-08-11 00:00:00+00:00,5,5,56,15
2025-08-12 00:00:00+00:00,3,2,15,12
2025-08-13 00:00:00+00:00,9,6,15,13
2025-08-14 00:00:00+00:00,3,3,23,17
2025-08-15 00:00:00+00:00,2,2,30,18
2025-08-16 00:00:00+00:00,2,2,51,21
2025-08-17 00:00:00+00:00,2,2,27,17
2025-08-18 00:00:00+00:00,5,4,27,18
2025-08-19 00:00:00+00:00,13,8,18,8
2025-08-20 00:00:00+00:00,1,1,23,11
2025-08-21 00:00:00+00:00,1,1,34,23
2025-08-22 00:00:00+00:00,1,1,32,18
2025-08-23 00:00:00+00:00,10,8,19,12
