time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-24 00:00:00+00:00,1,1,22,17
2025-07-25 00:00:00+00:00,9,4,21,12
2025-07-26 00:00:00+00:00,8,8,35,19
2025-07-27 00:00:00+00:00,5,5,23,16
2025-07-28 00:00:00+00:00,6,6,26,16
2025-07-29 00:00:00+00:00,3,3,42,22
2025-07-30 00:00:00+00:00,4,3,30,16
2025-07-31 00:00:00+00:00,7,3,44,12
2025-08-01 00:00:00+00:00,4,4,44,20
2025-08-02 00:00:00+00:00,5,5,35,20
2025-08-03 00:00:00+00:00,2,2,29,20
2025-08-04 00:00:00+00:00,6,6,30,16
2025-08-05 00:00:00+00:00,5,2,54,28
2025-08-06 00:00:00+00:00,2,2,19,12
